,VLUE,MTUM,USMV,QUAL,LRGF
Ticker,VLUE,MTUM,USMV,QUAL,LRGF
Date,,,,,
2019-03-27,66.86478424072266,103.8228530883789,52.402931213378906,80.34497833251953,27.987411499023438
2019-03-28,67.00868225097656,104.0468978881836,52.58279800415039,80.72145080566406,28.087661743164062
2019-03-29,67.60123443603516,104.7284164428711,52.87955856323242,81.30912780761719,28.27904510498047
2019-04-01,68.76093292236328,105.0925064086914,53.068416595458984,82.15387725830078,28.670923233032227
2019-04-02,68.46466064453125,104.8964614868164,53.032440185546875,82.2273178100586,28.607128143310547
2019-04-03,68.89637756347656,104.84976196289062,52.99646759033203,82.30999755859375,28.725605010986328
2019-04-04,69.29424285888672,104.61637878417969,53.032440185546875,82.5028076171875,28.825849533081055
2019-04-05,69.6751480102539,105.05516815185547,53.266258239746094,82.92520141601562,29.035457611083984
2019-04-08,69.7259521484375,105.12051391601562,53.257266998291016,83.02619934082031,29.017242431640625
2019-04-09,69.014892578125,104.95248413085938,53.104393005371094,82.56709289550781,28.834964752197266
2019-04-10,69.4381332397461,105.26056671142578,53.23029327392578,82.92520141601562,29.017242431640625
2019-04-11,69.48045349121094,104.95248413085938,53.21230697631836,82.98030853271484,29.026342391967773
2019-04-12,69.73442077636719,105.29791259765625,53.446128845214844,83.7056884765625,29.08102798461914
2019-04-15,69.556640625,105.55928802490234,53.5180778503418,83.7056884765625,29.062803268432617
2019-04-16,70.03913116455078,104.8964614868164,53.203311920166016,83.84342193603516,28.880535125732422
2019-04-17,70.07301330566406,104.00959014892578,52.87955856323242,83.5863265991211,28.79850959777832
2019-04-18,70.1999740600586,104.2336196899414,52.96949005126953,83.5036849975586,28.89876365661621
2019-04-22,69.97988891601562,104.2336196899414,52.90654754638672,83.5036849975586,28.87141990661621
2019-04-23,70.46240234375,105.06448364257812,53.35619354248047,84.43109130859375,29.190387725830078
2019-04-24,70.09840393066406,105.24189758300781,53.41913986206055,84.3759994506836,29.1539363861084
2019-04-25,69.47198486328125,105.74600982666016,53.38317108154297,84.09135437011719,29.017242431640625
2019-04-26,69.52278137207031,106.58624267578125,53.670955657958984,84.3759994506836,29.053686141967773
2019-04-29,69.74286651611328,106.40885925292969,53.53606414794922,84.36682891845703,29.053686141967773
2019-04-30,69.91216278076172,107.09036254882812,54.030677795410156,84.39437103271484,29.144819259643555
